id,route_id,bus_id,scheduled_start_time,actual_start_time,scheduled_end_time,actual_end_time,status,created_at
1558,2,5,2025-08-20 11:30:00.289746,2025-08-20 11:30:00.289746,2025-08-20 12:15:00.289746,2025-08-20 12:15:00.289746,completed,2025-09-13 20:33:08.734953
1559,2,6,2025-08-20 12:00:00.289746,2025-08-20 12:00:00.289746,2025-08-20 12:45:00.289746,2025-08-20 12:45:00.289746,completed,2025-09-13 20:33:08.734953
1560,2,5,2025-08-20 12:30:00.289746,2025-08-20 12:30:00.289746,2025-08-20 13:15:00.289746,2025-08-20 13:15:00.289746,completed,2025-09-13 20:33:08.734953
1561,2,7,2025-08-20 13:00:00.289746,2025-08-20 13:00:00.289746,2025-08-20 13:45:00.289746,2025-08-20 13:45:00.289746,completed,2025-09-13 20:33:08.734953
1562,2,8,2025-08-20 13:30:00.289746,2025-08-20 13:30:00.289746,2025-08-20 14:15:00.289746,2025-08-20 14:15:00.289746,completed,2025-09-13 20:33:08.734953
1563,2,6,2025-08-20 14:00:00.289746,2025-08-20 14:04:00.289746,2025-08-20 14:45:00.289746,2025-08-20 14:49:00.289746,completed,2025-09-13 20:33:08.734953
1564,2,6,2025-08-20 14:30:00.289746,2025-08-20 14:31:00.289746,2025-08-20 15:15:00.289746,2025-08-20 15:16:00.289746,completed,2025-09-13 20:33:08.734953
1565,2,6,2025-08-20 15:00:00.289746,2025-08-20 15:00:00.289746,2025-08-20 15:45:00.289746,2025-08-20 15:45:00.289746,completed,2025-09-13 20:33:08.734953
1566,2,7,2025-08-20 15:30:00.289746,2025-08-20 15:30:00.289746,2025-08-20 16:15:00.289746,2025-08-20 16:15:00.289746,completed,2025-09-13 20:33:08.734953
1567,2,8,2025-08-20 16:00:00.289746,2025-08-20 16:00:00.289746,2025-08-20 16:45:00.289746,2025-08-20 16:45:00.289746,completed,2025-09-13 20:33:08.734953
1568,2,8,2025-08-20 16:30:00.289746,2025-08-20 16:30:00.289746,2025-08-20 17:15:00.289746,2025-08-20 17:15:00.289746,completed,2025-09-13 20:33:08.734953
1569,2,7,2025-08-20 17:00:00.289746,2025-08-20 17:00:00.289746,2025-08-20 17:45:00.289746,2025-08-20 17:45:00.289746,completed,2025-09-13 20:33:08.734953
1570,2,7,2025-08-20 17:15:00.289746,2025-08-20 17:15:00.289746,2025-08-20 18:00:00.289746,2025-08-20 18:00:00.289746,completed,2025-09-13 20:33:08.734953
1571,2,5,2025-08-20 17:30:00.289746,2025-08-20 17:30:00.289746,2025-08-20 18:15:00.289746,2025-08-20 18:15:00.289746,completed,2025-09-13 20:33:08.734953
1572,2,6,2025-08-20 17:45:00.289746,2025-08-20 17:45:00.289746,2025-08-20 18:30:00.289746,2025-08-20 18:30:00.289746,completed,2025-09-13 20:33:08.734953
1573,2,7,2025-08-20 18:00:00.289746,2025-08-20 18:00:00.289746,2025-08-20 18:45:00.289746,2025-08-20 18:45:00.289746,completed,2025-09-13 20:33:08.734953
1574,2,8,2025-08-20 18:15:00.289746,2025-08-20 18:15:00.289746,2025-08-20 19:00:00.289746,2025-08-20 19:00:00.289746,completed,2025-09-13 20:33:08.734953
1575,2,7,2025-08-20 18:30:00.289746,2025-08-20 18:30:00.289746,2025-08-20 19:15:00.289746,2025-08-20 19:15:00.289746,completed,2025-09-13 20:33:08.734953
1576,2,6,2025-08-20 18:45:00.289746,2025-08-20 18:45:00.289746,2025-08-20 19:30:00.289746,2025-08-20 19:30:00.289746,completed,2025-09-13 20:33:08.734953
1577,2,5,2025-08-20 19:00:00.289746,2025-08-20 19:00:00.289746,2025-08-20 19:45:00.289746,2025-08-20 19:45:00.289746,completed,2025-09-13 20:33:08.734953
1578,2,5,2025-08-20 19:15:00.289746,2025-08-20 19:15:00.289746,2025-08-20 20:00:00.289746,2025-08-20 20:00:00.289746,completed,2025-09-13 20:33:08.734953
1579,2,8,2025-08-20 19:30:00.289746,2025-08-20 19:30:00.289746,2025-08-20 20:15:00.289746,2025-08-20 20:15:00.289746,completed,2025-09-13 20:33:08.734953
1580,2,6,2025-08-20 19:45:00.289746,2025-08-20 19:45:00.289746,2025-08-20 20:30:00.289746,2025-08-20 20:30:00.289746,completed,2025-09-13 20:33:08.734953
1581,2,7,2025-08-20 20:00:00.289746,2025-08-20 20:00:00.289746,2025-08-20 20:45:00.289746,2025-08-20 20:45:00.289746,completed,2025-09-13 20:33:08.734953
1582,2,5,2025-08-20 20:30:00.289746,2025-08-20 20:30:00.289746,2025-08-20 21:15:00.289746,2025-08-20 21:15:00.289746,completed,2025-09-13 20:33:08.734953
1583,2,8,2025-08-20 21:00:00.289746,2025-08-20 21:00:00.289746,2025-08-20 21:45:00.289746,2025-08-20 21:45:00.289746,completed,2025-09-13 20:33:08.734953
1584,2,6,2025-08-20 21:30:00.289746,2025-08-20 21:30:00.289746,2025-08-20 22:15:00.289746,2025-08-20 22:15:00.289746,completed,2025-09-13 20:33:08.734953
1585,2,8,2025-08-21 06:00:00.289746,2025-08-21 06:08:00.289746,2025-08-21 06:45:00.289746,2025-08-21 06:53:00.289746,completed,2025-09-13 20:33:08.734953
1586,2,7,2025-08-21 06:30:00.289746,2025-08-21 06:40:00.289746,2025-08-21 07:15:00.289746,2025-08-21 07:25:00.289746,completed,2025-09-13 20:33:08.734953
1587,2,7,2025-08-21 07:00:00.289746,2025-08-21 07:00:00.289746,2025-08-21 07:45:00.289746,2025-08-21 07:45:00.289746,completed,2025-09-13 20:33:08.734953
1588,2,7,2025-08-21 07:15:00.289746,2025-08-21 07:15:00.289746,2025-08-21 08:00:00.289746,2025-08-21 08:00:00.289746,completed,2025-09-13 20:33:08.734953
1589,2,7,2025-08-21 07:30:00.289746,2025-08-21 07:30:00.289746,2025-08-21 08:15:00.289746,2025-08-21 08:15:00.289746,completed,2025-09-13 20:33:08.734953
1590,2,6,2025-08-21 07:45:00.289746,2025-08-21 07:45:00.289746,2025-08-21 08:30:00.289746,2025-08-21 08:30:00.289746,completed,2025-09-13 20:33:08.734953
1591,2,8,2025-08-21 08:00:00.289746,2025-08-21 08:00:00.289746,2025-08-21 08:45:00.289746,2025-08-21 08:45:00.289746,completed,2025-09-13 20:33:08.734953
1592,2,7,2025-08-21 08:15:00.289746,2025-08-21 08:15:00.289746,2025-08-21 09:00:00.289746,2025-08-21 09:00:00.289746,completed,2025-09-13 20:33:08.734953
1593,2,6,2025-08-21 08:30:00.289746,2025-08-21 08:30:00.289746,2025-08-21 09:15:00.289746,2025-08-21 09:15:00.289746,completed,2025-09-13 20:33:08.734953
1594,2,8,2025-08-21 08:45:00.289746,2025-08-21 08:45:00.289746,2025-08-21 09:30:00.289746,2025-08-21 09:30:00.289746,completed,2025-09-13 20:33:08.734953
1595,2,7,2025-08-21 09:00:00.289746,2025-08-21 09:00:00.289746,2025-08-21 09:45:00.289746,2025-08-21 09:45:00.289746,completed,2025-09-13 20:33:08.734953
1596,2,7,2025-08-21 09:15:00.289746,2025-08-21 09:15:00.289746,2025-08-21 10:00:00.289746,2025-08-21 10:00:00.289746,completed,2025-09-13 20:33:08.734953
1597,2,7,2025-08-21 09:30:00.289746,2025-08-21 09:30:00.289746,2025-08-21 10:15:00.289746,2025-08-21 10:15:00.289746,completed,2025-09-13 20:33:08.734953
1598,2,5,2025-08-21 09:45:00.289746,2025-08-21 09:45:00.289746,2025-08-21 10:30:00.289746,2025-08-21 10:30:00.289746,completed,2025-09-13 20:33:08.734953
1599,2,5,2025-08-21 10:00:00.289746,2025-08-21 10:00:00.289746,2025-08-21 10:45:00.289746,2025-08-21 10:45:00.289746,completed,2025-09-13 20:33:08.734953
1600,2,7,2025-08-21 10:30:00.289746,2025-08-21 10:30:00.289746,2025-08-21 11:15:00.289746,2025-08-21 11:15:00.289746,completed,2025-09-13 20:33:08.734953
1601,2,7,2025-08-21 11:00:00.289746,2025-08-21 11:00:00.289746,2025-08-21 11:45:00.289746,2025-08-21 11:45:00.289746,completed,2025-09-13 20:33:08.734953
1602,2,6,2025-08-21 11:30:00.289746,2025-08-21 11:30:00.289746,2025-08-21 12:15:00.289746,2025-08-21 12:15:00.289746,completed,2025-09-13 20:33:08.734953
1603,2,6,2025-08-21 12:00:00.289746,2025-08-21 12:00:00.289746,2025-08-21 12:45:00.289746,2025-08-21 12:45:00.289746,completed,2025-09-13 20:33:08.734953
1604,2,6,2025-08-21 12:30:00.289746,2025-08-21 12:30:00.289746,2025-08-21 13:15:00.289746,2025-08-21 13:15:00.289746,completed,2025-09-13 20:33:08.734953
1605,2,6,2025-08-21 13:00:00.289746,2025-08-21 13:00:00.289746,2025-08-21 13:45:00.289746,2025-08-21 13:45:00.289746,completed,2025-09-13 20:33:08.734953
1606,2,5,2025-08-21 13:30:00.289746,2025-08-21 13:30:00.289746,2025-08-21 14:15:00.289746,2025-08-21 14:15:00.289746,completed,2025-09-13 20:33:08.734953
1607,2,6,2025-08-21 14:00:00.289746,2025-08-21 14:00:00.289746,2025-08-21 14:45:00.289746,2025-08-21 14:45:00.289746,completed,2025-09-13 20:33:08.734953
1608,2,7,2025-08-21 14:30:00.289746,2025-08-21 14:30:00.289746,2025-08-21 15:15:00.289746,2025-08-21 15:15:00.289746,completed,2025-09-13 20:33:08.734953
1609,2,5,2025-08-21 15:00:00.289746,2025-08-21 15:00:00.289746,2025-08-21 15:45:00.289746,2025-08-21 15:45:00.289746,completed,2025-09-13 20:33:08.734953
1610,2,5,2025-08-21 15:30:00.289746,2025-08-21 15:30:00.289746,2025-08-21 16:15:00.289746,2025-08-21 16:15:00.289746,completed,2025-09-13 20:33:08.734953
1611,2,7,2025-08-21 16:00:00.289746,2025-08-21 16:00:00.289746,2025-08-21 16:45:00.289746,2025-08-21 16:45:00.289746,completed,2025-09-13 20:33:08.734953
1612,2,6,2025-08-21 16:30:00.289746,2025-08-21 16:30:00.289746,2025-08-21 17:15:00.289746,2025-08-21 17:15:00.289746,completed,2025-09-13 20:33:08.734953
1613,2,6,2025-08-21 17:00:00.289746,2025-08-21 17:00:00.289746,2025-08-21 17:45:00.289746,2025-08-21 17:45:00.289746,completed,2025-09-13 20:33:08.734953
1614,2,8,2025-08-21 17:15:00.289746,2025-08-21 17:16:00.289746,2025-08-21 18:00:00.289746,2025-08-21 18:01:00.289746,completed,2025-09-13 20:33:08.734953
1615,2,5,2025-08-21 17:30:00.289746,2025-08-21 17:39:00.289746,2025-08-21 18:15:00.289746,2025-08-21 18:24:00.289746,completed,2025-09-13 20:33:08.734953
1616,2,8,2025-08-21 17:45:00.289746,2025-08-21 17:45:00.289746,2025-08-21 18:30:00.289746,2025-08-21 18:30:00.289746,completed,2025-09-13 20:33:08.734953
1617,2,6,2025-08-21 18:00:00.289746,2025-08-21 18:04:00.289746,2025-08-21 18:45:00.289746,2025-08-21 18:49:00.289746,completed,2025-09-13 20:33:08.734953
1618,2,7,2025-08-21 18:15:00.289746,2025-08-21 18:15:00.289746,2025-08-21 19:00:00.289746,2025-08-21 19:00:00.289746,completed,2025-09-13 20:33:08.734953
1619,2,6,2025-08-21 18:30:00.289746,2025-08-21 18:30:00.289746,2025-08-21 19:15:00.289746,2025-08-21 19:15:00.289746,completed,2025-09-13 20:33:08.734953
1620,2,7,2025-08-21 18:45:00.289746,2025-08-21 18:45:00.289746,2025-08-21 19:30:00.289746,2025-08-21 19:30:00.289746,completed,2025-09-13 20:33:08.734953
1621,2,5,2025-08-21 19:00:00.289746,2025-08-21 19:08:00.289746,2025-08-21 19:45:00.289746,2025-08-21 19:53:00.289746,completed,2025-09-13 20:33:08.734953
1622,2,8,2025-08-21 19:15:00.289746,2025-08-21 19:15:00.289746,2025-08-21 20:00:00.289746,2025-08-21 20:00:00.289746,completed,2025-09-13 20:33:08.734953
1623,2,7,2025-08-21 19:30:00.289746,2025-08-21 19:30:00.289746,2025-08-21 20:15:00.289746,2025-08-21 20:15:00.289746,completed,2025-09-13 20:33:08.734953
1624,2,5,2025-08-21 19:45:00.289746,2025-08-21 19:45:00.289746,2025-08-21 20:30:00.289746,2025-08-21 20:30:00.289746,completed,2025-09-13 20:33:08.734953
1625,2,6,2025-08-21 20:00:00.289746,2025-08-21 20:03:00.289746,2025-08-21 20:45:00.289746,2025-08-21 20:48:00.289746,completed,2025-09-13 20:33:08.734953
1626,2,6,2025-08-21 20:30:00.289746,2025-08-21 20:30:00.289746,2025-08-21 21:15:00.289746,2025-08-21 21:15:00.289746,completed,2025-09-13 20:33:08.734953
1627,2,5,2025-08-21 21:00:00.289746,2025-08-21 21:00:00.289746,2025-08-21 21:45:00.289746,2025-08-21 21:45:00.289746,completed,2025-09-13 20:33:08.734953
1628,2,5,2025-08-21 21:30:00.289746,2025-08-21 21:30:00.289746,2025-08-21 22:15:00.289746,2025-08-21 22:15:00.289746,completed,2025-09-13 20:33:08.734953
1629,2,7,2025-08-22 06:00:00.289746,2025-08-22 06:00:00.289746,2025-08-22 06:45:00.289746,2025-08-22 06:45:00.289746,completed,2025-09-13 20:33:08.734953
1630,2,7,2025-08-22 06:30:00.289746,2025-08-22 06:30:00.289746,2025-08-22 07:15:00.289746,2025-08-22 07:15:00.289746,completed,2025-09-13 20:33:08.734953
1631,2,8,2025-08-22 07:00:00.289746,2025-08-22 07:00:00.289746,2025-08-22 07:45:00.289746,2025-08-22 07:45:00.289746,completed,2025-09-13 20:33:08.734953
1632,2,5,2025-08-22 07:15:00.289746,2025-08-22 07:15:00.289746,2025-08-22 08:00:00.289746,2025-08-22 08:00:00.289746,completed,2025-09-13 20:33:08.734953
1633,2,5,2025-08-22 07:30:00.289746,2025-08-22 07:33:00.289746,2025-08-22 08:15:00.289746,2025-08-22 08:18:00.289746,completed,2025-09-13 20:33:08.734953
1634,2,6,2025-08-22 07:45:00.289746,2025-08-22 07:45:00.289746,2025-08-22 08:30:00.289746,2025-08-22 08:30:00.289746,completed,2025-09-13 20:33:08.734953
1635,2,5,2025-08-22 08:00:00.289746,2025-08-22 08:00:00.289746,2025-08-22 08:45:00.289746,2025-08-22 08:45:00.289746,completed,2025-09-13 20:33:08.734953
1636,2,7,2025-08-22 08:15:00.289746,2025-08-22 08:15:00.289746,2025-08-22 09:00:00.289746,2025-08-22 09:00:00.289746,completed,2025-09-13 20:33:08.734953
1637,2,5,2025-08-22 08:30:00.289746,2025-08-22 08:32:00.289746,2025-08-22 09:15:00.289746,2025-08-22 09:17:00.289746,completed,2025-09-13 20:33:08.734953
1638,2,6,2025-08-22 08:45:00.289746,2025-08-22 08:45:00.289746,2025-08-22 09:30:00.289746,2025-08-22 09:30:00.289746,completed,2025-09-13 20:33:08.734953
1639,2,5,2025-08-22 09:00:00.289746,2025-08-22 09:09:00.289746,2025-08-22 09:45:00.289746,2025-08-22 09:54:00.289746,completed,2025-09-13 20:33:08.734953
1640,2,8,2025-08-22 09:15:00.289746,2025-08-22 09:15:00.289746,2025-08-22 10:00:00.289746,2025-08-22 10:00:00.289746,completed,2025-09-13 20:33:08.734953
1641,2,7,2025-08-22 09:30:00.289746,2025-08-22 09:32:00.289746,2025-08-22 10:15:00.289746,2025-08-22 10:17:00.289746,completed,2025-09-13 20:33:08.734953
1642,2,8,2025-08-22 09:45:00.289746,2025-08-22 09:45:00.289746,2025-08-22 10:30:00.289746,2025-08-22 10:30:00.289746,completed,2025-09-13 20:33:08.734953
1643,2,7,2025-08-22 10:00:00.289746,2025-08-22 10:00:00.289746,2025-08-22 10:45:00.289746,2025-08-22 10:45:00.289746,completed,2025-09-13 20:33:08.734953
1644,2,8,2025-08-22 10:30:00.289746,2025-08-22 10:32:00.289746,2025-08-22 11:15:00.289746,2025-08-22 11:17:00.289746,completed,2025-09-13 20:33:08.734953
1645,2,5,2025-08-22 11:00:00.289746,2025-08-22 11:01:00.289746,2025-08-22 11:45:00.289746,2025-08-22 11:46:00.289746,completed,2025-09-13 20:33:08.734953
1646,2,7,2025-08-22 11:30:00.289746,2025-08-22 11:30:00.289746,2025-08-22 12:15:00.289746,2025-08-22 12:15:00.289746,completed,2025-09-13 20:33:08.734953
1647,2,5,2025-08-22 12:00:00.289746,2025-08-22 12:02:00.289746,2025-08-22 12:45:00.289746,2025-08-22 12:47:00.289746,completed,2025-09-13 20:33:08.734953
1648,2,5,2025-08-22 12:30:00.289746,2025-08-22 12:30:00.289746,2025-08-22 13:15:00.289746,2025-08-22 13:15:00.289746,completed,2025-09-13 20:33:08.734953
1649,2,7,2025-08-22 13:00:00.289746,2025-08-22 13:04:00.289746,2025-08-22 13:45:00.289746,2025-08-22 13:49:00.289746,completed,2025-09-13 20:33:08.734953
1650,2,7,2025-08-22 13:30:00.289746,2025-08-22 13:30:00.289746,2025-08-22 14:15:00.289746,2025-08-22 14:15:00.289746,completed,2025-09-13 20:33:08.734953
1651,2,5,2025-08-22 14:00:00.289746,2025-08-22 14:00:00.289746,2025-08-22 14:45:00.289746,2025-08-22 14:45:00.289746,completed,2025-09-13 20:33:08.734953
1652,2,5,2025-08-22 14:30:00.289746,2025-08-22 14:30:00.289746,2025-08-22 15:15:00.289746,2025-08-22 15:15:00.289746,completed,2025-09-13 20:33:08.734953
1653,2,6,2025-08-22 15:00:00.289746,2025-08-22 15:03:00.289746,2025-08-22 15:45:00.289746,2025-08-22 15:48:00.289746,completed,2025-09-13 20:33:08.734953
1654,2,6,2025-08-22 15:30:00.289746,2025-08-22 15:30:00.289746,2025-08-22 16:15:00.289746,2025-08-22 16:15:00.289746,completed,2025-09-13 20:33:08.734953
1655,2,8,2025-08-22 16:00:00.289746,2025-08-22 16:00:00.289746,2025-08-22 16:45:00.289746,2025-08-22 16:45:00.289746,completed,2025-09-13 20:33:08.734953
1656,2,5,2025-08-22 16:30:00.289746,2025-08-22 16:34:00.289746,2025-08-22 17:15:00.289746,2025-08-22 17:19:00.289746,completed,2025-09-13 20:33:08.734953
1657,2,5,2025-08-22 17:00:00.289746,2025-08-22 17:00:00.289746,2025-08-22 17:45:00.289746,2025-08-22 17:45:00.289746,completed,2025-09-13 20:33:08.734953
1658,2,5,2025-08-22 17:15:00.289746,2025-08-22 17:15:00.289746,2025-08-22 18:00:00.289746,2025-08-22 18:00:00.289746,completed,2025-09-13 20:33:08.734953
1659,2,6,2025-08-22 17:30:00.289746,2025-08-22 17:30:00.289746,2025-08-22 18:15:00.289746,2025-08-22 18:15:00.289746,completed,2025-09-13 20:33:08.734953
1660,2,6,2025-08-22 17:45:00.289746,2025-08-22 17:45:00.289746,2025-08-22 18:30:00.289746,2025-08-22 18:30:00.289746,completed,2025-09-13 20:33:08.734953
1661,2,6,2025-08-22 18:00:00.289746,2025-08-22 18:00:00.289746,2025-08-22 18:45:00.289746,2025-08-22 18:45:00.289746,completed,2025-09-13 20:33:08.734953
1662,2,8,2025-08-22 18:15:00.289746,2025-08-22 18:15:00.289746,2025-08-22 19:00:00.289746,2025-08-22 19:00:00.289746,completed,2025-09-13 20:33:08.734953
1663,2,8,2025-08-22 18:30:00.289746,2025-08-22 18:30:00.289746,2025-08-22 19:15:00.289746,2025-08-22 19:15:00.289746,completed,2025-09-13 20:33:08.734953
1664,2,5,2025-08-22 18:45:00.289746,2025-08-22 18:45:00.289746,2025-08-22 19:30:00.289746,2025-08-22 19:30:00.289746,completed,2025-09-13 20:33:08.734953
1665,2,6,2025-08-22 19:00:00.289746,2025-08-22 19:00:00.289746,2025-08-22 19:45:00.289746,2025-08-22 19:45:00.289746,completed,2025-09-13 20:33:08.734953
1666,2,5,2025-08-22 19:15:00.289746,2025-08-22 19:15:00.289746,2025-08-22 20:00:00.289746,2025-08-22 20:00:00.289746,completed,2025-09-13 20:33:08.734953
1667,2,7,2025-08-22 19:30:00.289746,2025-08-22 19:30:00.289746,2025-08-22 20:15:00.289746,2025-08-22 20:15:00.289746,completed,2025-09-13 20:33:08.734953
1668,2,5,2025-08-22 19:45:00.289746,2025-08-22 19:45:00.289746,2025-08-22 20:30:00.289746,2025-08-22 20:30:00.289746,completed,2025-09-13 20:33:08.734953
1669,2,5,2025-08-22 20:00:00.289746,2025-08-22 20:00:00.289746,2025-08-22 20:45:00.289746,2025-08-22 20:45:00.289746,completed,2025-09-13 20:33:08.734953
1670,2,6,2025-08-22 20:30:00.289746,2025-08-22 20:34:00.289746,2025-08-22 21:15:00.289746,2025-08-22 21:19:00.289746,completed,2025-09-13 20:33:08.734953
1671,2,8,2025-08-22 21:00:00.289746,2025-08-22 21:00:00.289746,2025-08-22 21:45:00.289746,2025-08-22 21:45:00.289746,completed,2025-09-13 20:33:08.734953
1672,2,7,2025-08-22 21:30:00.289746,2025-08-22 21:30:00.289746,2025-08-22 22:15:00.289746,2025-08-22 22:15:00.289746,completed,2025-09-13 20:33:08.734953
1673,2,6,2025-08-23 06:00:00.289746,2025-08-23 06:00:00.289746,2025-08-23 06:45:00.289746,2025-08-23 06:45:00.289746,completed,2025-09-13 20:33:08.734953
1674,2,6,2025-08-23 06:30:00.289746,2025-08-23 06:40:00.289746,2025-08-23 07:15:00.289746,2025-08-23 07:25:00.289746,completed,2025-09-13 20:33:08.734953
1675,2,5,2025-08-23 07:00:00.289746,2025-08-23 07:00:00.289746,2025-08-23 07:45:00.289746,2025-08-23 07:45:00.289746,completed,2025-09-13 20:33:08.734953
1676,2,7,2025-08-23 07:15:00.289746,2025-08-23 07:15:00.289746,2025-08-23 08:00:00.289746,2025-08-23 08:00:00.289746,completed,2025-09-13 20:33:08.734953
1677,2,8,2025-08-23 07:30:00.289746,2025-08-23 07:36:00.289746,2025-08-23 08:15:00.289746,2025-08-23 08:21:00.289746,completed,2025-09-13 20:33:08.734953
1678,2,8,2025-08-23 07:45:00.289746,2025-08-23 07:45:00.289746,2025-08-23 08:30:00.289746,2025-08-23 08:30:00.289746,completed,2025-09-13 20:33:08.734953
1679,2,5,2025-08-23 08:00:00.289746,2025-08-23 08:08:00.289746,2025-08-23 08:45:00.289746,2025-08-23 08:53:00.289746,completed,2025-09-13 20:33:08.734953
1680,2,6,2025-08-23 08:15:00.289746,2025-08-23 08:15:00.289746,2025-08-23 09:00:00.289746,2025-08-23 09:00:00.289746,completed,2025-09-13 20:33:08.734953
1681,2,5,2025-08-23 08:30:00.289746,2025-08-23 08:30:00.289746,2025-08-23 09:15:00.289746,2025-08-23 09:15:00.289746,completed,2025-09-13 20:33:08.734953
1682,2,8,2025-08-23 08:45:00.289746,2025-08-23 08:45:00.289746,2025-08-23 09:30:00.289746,2025-08-23 09:30:00.289746,completed,2025-09-13 20:33:08.734953
1683,2,8,2025-08-23 09:00:00.289746,2025-08-23 09:00:00.289746,2025-08-23 09:45:00.289746,2025-08-23 09:45:00.289746,completed,2025-09-13 20:33:08.734953
1684,2,6,2025-08-23 09:15:00.289746,2025-08-23 09:15:00.289746,2025-08-23 10:00:00.289746,2025-08-23 10:00:00.289746,completed,2025-09-13 20:33:08.734953
1685,2,6,2025-08-23 09:30:00.289746,2025-08-23 09:36:00.289746,2025-08-23 10:15:00.289746,2025-08-23 10:21:00.289746,completed,2025-09-13 20:33:08.734953
1686,2,7,2025-08-23 09:45:00.289746,2025-08-23 09:46:00.289746,2025-08-23 10:30:00.289746,2025-08-23 10:31:00.289746,completed,2025-09-13 20:33:08.734953
1687,2,6,2025-08-23 10:00:00.289746,2025-08-23 10:00:00.289746,2025-08-23 10:45:00.289746,2025-08-23 10:45:00.289746,completed,2025-09-13 20:33:08.734953
1688,2,7,2025-08-23 10:30:00.289746,2025-08-23 10:31:00.289746,2025-08-23 11:15:00.289746,2025-08-23 11:16:00.289746,completed,2025-09-13 20:33:08.734953
1689,2,8,2025-08-23 11:00:00.289746,2025-08-23 11:00:00.289746,2025-08-23 11:45:00.289746,2025-08-23 11:45:00.289746,completed,2025-09-13 20:33:08.734953
1690,2,7,2025-08-23 11:30:00.289746,2025-08-23 11:30:00.289746,2025-08-23 12:15:00.289746,2025-08-23 12:15:00.289746,completed,2025-09-13 20:33:08.734953
1691,2,8,2025-08-23 12:00:00.289746,2025-08-23 12:00:00.289746,2025-08-23 12:45:00.289746,2025-08-23 12:45:00.289746,completed,2025-09-13 20:33:08.734953
1692,2,6,2025-08-23 12:30:00.289746,2025-08-23 12:30:00.289746,2025-08-23 13:15:00.289746,2025-08-23 13:15:00.289746,completed,2025-09-13 20:33:08.734953
1693,2,7,2025-08-23 13:00:00.289746,2025-08-23 13:00:00.289746,2025-08-23 13:45:00.289746,2025-08-23 13:45:00.289746,completed,2025-09-13 20:33:08.734953
1694,2,7,2025-08-23 13:30:00.289746,2025-08-23 13:38:00.289746,2025-08-23 14:15:00.289746,2025-08-23 14:23:00.289746,completed,2025-09-13 20:33:08.734953
1695,2,6,2025-08-23 14:00:00.289746,2025-08-23 14:00:00.289746,2025-08-23 14:45:00.289746,2025-08-23 14:45:00.289746,completed,2025-09-13 20:33:08.734953
1696,2,7,2025-08-23 14:30:00.289746,2025-08-23 14:30:00.289746,2025-08-23 15:15:00.289746,2025-08-23 15:15:00.289746,completed,2025-09-13 20:33:08.734953
1697,2,8,2025-08-23 15:00:00.289746,2025-08-23 15:00:00.289746,2025-08-23 15:45:00.289746,2025-08-23 15:45:00.289746,completed,2025-09-13 20:33:08.734953
1698,2,7,2025-08-23 15:30:00.289746,2025-08-23 15:30:00.289746,2025-08-23 16:15:00.289746,2025-08-23 16:15:00.289746,completed,2025-09-13 20:33:08.734953
1699,2,8,2025-08-23 16:00:00.289746,2025-08-23 16:00:00.289746,2025-08-23 16:45:00.289746,2025-08-23 16:45:00.289746,completed,2025-09-13 20:33:08.734953
1700,2,6,2025-08-23 16:30:00.289746,2025-08-23 16:30:00.289746,2025-08-23 17:15:00.289746,2025-08-23 17:15:00.289746,completed,2025-09-13 20:33:08.734953
1701,2,6,2025-08-23 17:00:00.289746,2025-08-23 17:00:00.289746,2025-08-23 17:45:00.289746,2025-08-23 17:45:00.289746,completed,2025-09-13 20:33:08.734953
1702,2,8,2025-08-23 17:15:00.289746,2025-08-23 17:15:00.289746,2025-08-23 18:00:00.289746,2025-08-23 18:00:00.289746,completed,2025-09-13 20:33:08.734953
1703,2,5,2025-08-23 17:30:00.289746,2025-08-23 17:36:00.289746,2025-08-23 18:15:00.289746,2025-08-23 18:21:00.289746,completed,2025-09-13 20:33:08.734953
1704,2,7,2025-08-23 17:45:00.289746,2025-08-23 17:45:00.289746,2025-08-23 18:30:00.289746,2025-08-23 18:30:00.289746,completed,2025-09-13 20:33:08.734953
1705,2,6,2025-08-23 18:00:00.289746,2025-08-23 18:00:00.289746,2025-08-23 18:45:00.289746,2025-08-23 18:45:00.289746,completed,2025-09-13 20:33:08.734953
1706,2,6,2025-08-23 18:15:00.289746,2025-08-23 18:15:00.289746,2025-08-23 19:00:00.289746,2025-08-23 19:00:00.289746,completed,2025-09-13 20:33:08.734953
1707,2,5,2025-08-23 18:30:00.289746,2025-08-23 18:30:00.289746,2025-08-23 19:15:00.289746,2025-08-23 19:15:00.289746,completed,2025-09-13 20:33:08.734953
1708,2,8,2025-08-23 18:45:00.289746,2025-08-23 18:45:00.289746,2025-08-23 19:30:00.289746,2025-08-23 19:30:00.289746,completed,2025-09-13 20:33:08.734953
1709,2,8,2025-08-23 19:00:00.289746,2025-08-23 19:00:00.289746,2025-08-23 19:45:00.289746,2025-08-23 19:45:00.289746,completed,2025-09-13 20:33:08.734953
1710,2,8,2025-08-23 19:15:00.289746,2025-08-23 19:15:00.289746,2025-08-23 20:00:00.289746,2025-08-23 20:00:00.289746,completed,2025-09-13 20:33:08.734953
1711,2,6,2025-08-23 19:30:00.289746,2025-08-23 19:30:00.289746,2025-08-23 20:15:00.289746,2025-08-23 20:15:00.289746,completed,2025-09-13 20:33:08.734953
1712,2,5,2025-08-23 19:45:00.289746,2025-08-23 19:55:00.289746,2025-08-23 20:30:00.289746,2025-08-23 20:40:00.289746,completed,2025-09-13 20:33:08.734953
